screen_name,user_id,created_at,status_id,text,retweet_count,favorite_count,is_quote_status,quote_status_id,is_retweet,in_reply_to_status_status_id,in_reply_to_status_user_id,in_reply_to_status_screen_name,lang,source,media_id,media_url,media_url_expanded,urls_display,urls_expanded,mentions_screen_name,mentions_user_id,hashtags,place_id,place_type,place_name,place_full_name,country_code,country,bounding_box_coordinates,bounding_box_type
eve_brett,782950049156370432,2017-06-10T23:20:33Z,873681321394130944,"I'm gay and v happy , thought you should know #PrideMonth 🏳️‍🌈🏳️‍🌈",0,4,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
Twilababychild,2147982282,2017-06-10T23:20:29Z,873681303777845248,thank you for always being my #1 supporter🌈❤️ I love you😭😭 #PrideMonth https://t.co/eT8U3ZMsGW,1,9,TRUE,873658574034972672,FALSE,NA,NA,NA,en,Twitter for iPad,NA,NA,NA,twitter.com/hottcheeetoo/s…,https://twitter.com/hottcheeetoo/status/873658574034972672,NA,NA,PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
LeviathLn,105303226,2017-06-10T23:20:07Z,873681210035363841,#pridemonth is my favorite month!!!❤️💛💚💙💜,0,0,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,pridemonth,NA,NA,NA,NA,NA,NA,NA,NA
viclgbt,3057178511,2017-06-10T23:19:32Z,873681065830961152,The latest V.I.C. COMMUNITY NEWz! https://t.co/CKfwIVitdg #pridemonth,0,0,FALSE,NA,FALSE,NA,NA,NA,en,Paper.li,NA,NA,NA,paper.li/viclgbtbiz/142…,http://paper.li/viclgbtbiz/1426357171?edition_id=a18b9720-4e11-11e7-915b-0cc47a0d164b,NA,NA,pridemonth,NA,NA,NA,NA,NA,NA,NA,NA
halleybee13,447233295,2017-06-10T23:19:22Z,873681020196978689,So much love.  #pridemonth https://t.co/ZtW6d8lKDj,1,3,FALSE,NA,FALSE,NA,NA,NA,en,Twitter Web Client,873680497888636929,http://pbs.twimg.com/media/DB_vyKvWsAEG-5H.jpg,https://twitter.com/halleybee13/status/873681020196978689/photo/1,NA,NA,NA,NA,pridemonth,NA,NA,NA,NA,NA,NA,NA,NA
DrZaiusGoD,3498729732,2017-06-10T23:19:16Z,873680996016717824,.@realDonaldTrump celebrates #PrideMonth by speaking at #RoadtoMajority proving he's a liar since he claimed to support #LGBT rights,0,0,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,NA,realDonaldTrump,25073877,PrideMonth RoadtoMajority LGBT,NA,NA,NA,NA,NA,NA,NA,NA
Alexc_yt,205477955,2017-06-10T23:19:12Z,873680979222814720,Me emociona el simple hecho de ver tan colorido mi TL y las calles! ❤️ #Pride2017 #PrideMonth 🌈 https://t.co/gFw8vf0QQf,0,0,TRUE,873656744391475201,FALSE,NA,NA,NA,es,Twitter for Android,NA,NA,NA,twitter.com/guadalapride/s…,https://twitter.com/guadalapride/status/873656744391475201,NA,NA,Pride2017 PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
transstellarff,863228244459388929,2017-06-10T23:19:08Z,873680962068127745,Happy #PrideMonth! #lgbtintheD #MotorCityPride ❤️💛💚💙💜🖤 https://t.co/HeEhmgJDwi,0,0,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for iPhone,873680954153472001,http://pbs.twimg.com/media/DB_wMudXkAEzpY4.jpg,https://twitter.com/transstellarff/status/873680962068127745/photo/1,NA,NA,NA,NA,PrideMonth lgbtintheD MotorCityPride,NA,NA,NA,NA,NA,NA,NA,NA
PawsforaRest,1013277835,2017-06-10T23:19:03Z,873680943373889536,Got my #pride on!! #beagles #beagle #beaglesofinstagram #pridemonth #rainbow #partyon @… https://t.co/B9fG16iBjs,0,0,FALSE,NA,FALSE,NA,NA,NA,en,Instagram,NA,NA,NA,instagram.com/p/BVLV9KkhyuA/,https://www.instagram.com/p/BVLV9KkhyuA/,NA,NA,pride beagles beagle beaglesofinstagram pridemonth rainbow partyon,NA,NA,NA,NA,NA,NA,NA,NA
HisNameIsD,370484052,2017-06-10T23:18:29Z,873680798343462912,"I support my fellow community but I will not be at Detroit pride today hope everyone had fun tho an be safe 
#PrideMonth",1,1,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
SingOutJoe,494374523,2017-06-10T23:18:28Z,873680793922658304,Just finished marching in my first ever #prideparade  I feel so good but my rainbow-ass feet are killing me… https://t.co/XzXHUYws9Z,0,1,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,twitter.com/i/web/status/8…,https://twitter.com/i/web/status/873680793922658304,NA,NA,prideparade,NA,NA,NA,NA,NA,NA,NA,NA
KellyVampAddams,113947778,2017-06-10T23:18:15Z,873680740235583490,"All rainbows,all smiles! 🌈💜👭👫👬
#AthensPride2017  #Pride2017 #PrideMonth https://t.co/FG4gEVgH5F",0,3,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for Android,873680600066138112,http://pbs.twimg.com/media/DB_v4HYXoAAeJBE.jpg,https://twitter.com/KellyVampAddams/status/873680740235583490/photo/1,NA,NA,NA,NA,AthensPride2017 Pride2017 PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
Felix_J_Rod,76103356,2017-06-10T23:18:13Z,873680731628687360,"#love is #love.
#rainbowflag #pridemonth #bostonpridemonth @ Boston, Massachusetts https://t.co/AMtCbrR48I",0,0,FALSE,NA,FALSE,NA,NA,NA,en,Instagram,NA,NA,NA,instagram.com/p/BVLV3HFBkS9/,https://www.instagram.com/p/BVLV3HFBkS9/,NA,NA,love love rainbowflag pridemonth bostonpridemonth,67b98f17fdcf20be,city,Boston,"Boston, MA",US,United States,-71.191421 -70.986004 -70.986004 -71.191421 42.227797 42.227797 42.399542 42.399542,Polygon
saltproject,148161791,2017-06-10T23:18:03Z,873680690491117569,"Happy Pride, world!  #pride #pridemonth #parade #prideparade #jello https://t.co/e4cjYtySld",0,0,FALSE,NA,FALSE,NA,NA,NA,en,Facebook,NA,NA,NA,fb.me/34YfexYBV,http://fb.me/34YfexYBV,NA,NA,pride pridemonth parade prideparade jello,NA,NA,NA,NA,NA,NA,NA,NA
Alestu96,1043191939,2017-06-10T23:17:51Z,873680638838222851,Troppo bello vedere le foto e i video. #RomaPride #Pride2017 #PrideMonth #PrideRoma #Loveislove,0,2,FALSE,NA,FALSE,NA,NA,NA,it,Twitter for Android,NA,NA,NA,NA,NA,NA,NA,RomaPride Pride2017 PrideMonth PrideRoma Loveislove,NA,NA,NA,NA,NA,NA,NA,NA
dvsxo,2958144296,2017-06-10T23:17:38Z,873680587092918273,"if u can see this tweet ur gay 
and if u say ur not well then I got some news for u buddy 
#PrideMonth",2,2,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for Android,NA,NA,NA,NA,NA,NA,NA,PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
NatasciaDiaz,2789766170,2017-06-10T23:17:38Z,873680585444741124,"#HappyPride, Everyone!! #LoveIsLove #Pride2017 #PrideMonth #PrideFest #PrideParade #DCPride https://t.co/esdM4tDp9L",0,5,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for Android,873680577572065288,http://pbs.twimg.com/tweet_video_thumb/DB_v2zlXUAgEG0K.jpg,https://twitter.com/NatasciaDiaz/status/873680585444741124/photo/1,NA,NA,NA,NA,HappyPride LoveIsLove Pride2017 PrideMonth PrideFest PrideParade DCPride,NA,NA,NA,NA,NA,NA,NA,NA
VSCarnival,2523223825,2017-06-10T23:16:53Z,873680398550654976,"Pink Gay Agenda 
#PrideMonth #GayAgenda #LGBTQ
https://t.co/zFek03ofYo via @zazzle",0,0,FALSE,NA,FALSE,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,zazzle.com/z/yi1vh?rf=238…,https://www.zazzle.com/z/yi1vh?rf=238966047401793944,zazzle,16304010,PrideMonth GayAgenda LGBTQ,NA,NA,NA,NA,NA,NA,NA,NA
castawaygrande_,3880804874,2017-06-10T23:16:40Z,873680342250536960,i just love the pride reaction on fb #pridemonth,0,0,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for Android,NA,NA,NA,NA,NA,NA,NA,pridemonth,NA,NA,NA,NA,NA,NA,NA,NA
mayrselo,769927333801230336,2017-06-10T23:16:21Z,873680261468303360,#pride #pridemonth https://t.co/8rpgkFIxK0,0,8,FALSE,NA,FALSE,873679764040634368,769927333801230336,mayrselo,und,Twitter for iPhone,873680247778144261,http://pbs.twimg.com/media/DB_vjnAXcAUlLAP.jpg,https://twitter.com/mayrselo/status/873680261468303360/photo/1,NA,NA,NA,NA,pride pridemonth,3ff2ce83c8171e13,city,Bursa,"Bursa, Türkiye",TR,Turkey,29.0123795 29.228679 29.228679 29.0123795 40.167717 40.167717 40.237875 40.237875,Polygon
mayrselo,769927333801230336,2017-06-10T23:16:21Z,873680261468303360,#pride #pridemonth https://t.co/8rpgkFIxK0,0,8,FALSE,NA,FALSE,873679764040634368,769927333801230336,mayrselo,und,Twitter for iPhone,873680247778144261,http://pbs.twimg.com/media/DB_vjnAXcAUlLAP.jpg,https://twitter.com/mayrselo/status/873680261468303360/photo/1,NA,NA,NA,NA,pride pridemonth,3ff2ce83c8171e13,city,Bursa,"Bursa, Türkiye",TR,Turkey,29.0123795 29.228679 29.228679 29.0123795 40.167717 40.167717 40.237875 40.237875,Polygon
Other_Girl,57231539,2017-06-10T23:15:49Z,873680129934884865,"Remember Stonewall, baby! #PrideMonth https://t.co/OEqeBzsAIw",2,2,TRUE,873674426407149568,FALSE,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,twitter.com/elielcruz/stat…,https://twitter.com/elielcruz/status/873674426407149568,NA,NA,PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
cIexai,4635189154,2017-06-10T23:15:22Z,873680015728275457,UGH MY DUMBASS SHOUDVE PUT IT UNDER #PrideMonth https://t.co/bQlVpMuYJj,0,0,TRUE,873667167857905664,FALSE,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,twitter.com/fusionphil/sta…,https://twitter.com/fusionphil/status/873667167857905664,NA,NA,PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
ComicBookHour,3167193462,2017-06-10T23:14:35Z,873679819237711872,Sunday at 10am PT the #ComicBookHour Q&amp;A returns with a #PrideMonth special. Hosted by @JamieMeWrites. Art provided… https://t.co/fKO2sXMx04,2,2,FALSE,NA,FALSE,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,twitter.com/i/web/status/8…,https://twitter.com/i/web/status/873679819237711872,JamieMeWrites,1681028124,ComicBookHour PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
zamoraesamor,23547642,2017-06-10T23:14:24Z,873679771208523776,Es mi firme creencia que pelear por quién eres vale la pena y creo que de eso se trata el #PrideMonth,1,5,FALSE,NA,FALSE,873679442429620224,23547642,zamoraesamor,es,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
gmvsound,19015290,2017-06-10T23:14:18Z,873679745560567810,Well done Google Maps! #lapride #resistmarch #pridemonth #loveislove https://t.co/MAW3bpLsMU,0,0,FALSE,NA,FALSE,NA,NA,NA,en,Instagram,NA,NA,NA,instagram.com/p/BVLVacegkWR/,https://www.instagram.com/p/BVLVacegkWR/,NA,NA,lapride resistmarch pridemonth loveislove,NA,NA,NA,NA,NA,NA,NA,NA
holipurpose,192045292,2017-06-10T23:13:02Z,873679429616230400,I forgot to tell y'all but happy pride month to my lgbtq+ community mutuals! remember that y'all are loved. #PrideMonth,0,0,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
EliQueerli,718147317275045888,2017-06-10T23:13:00Z,873679418048225280,Love the looks on older white peoples faces when they walk by a line of queer folx trying to get into pride #PrideMonth,0,0,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
maggieleah13,881052128,2017-06-10T23:12:44Z,873679351308484608,VA is for Lovers 🏳️‍🌈❤️ #ally #lgbtq #pridemonth #celebratelove https://t.co/eqkshZeK4z,0,0,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for iPhone,873679344224399360,http://pbs.twimg.com/media/DB_uvBAXcAAp71o.jpg,https://twitter.com/maggieleah13/status/873679351308484608/photo/1,NA,NA,NA,NA,ally lgbtq pridemonth celebratelove,NA,NA,NA,NA,NA,NA,NA,NA
siren8song,3722508916,2017-06-10T23:12:20Z,873679252880838665,HAPPY PRIDE!!!! #PrideMonth #Pride #Pansexual https://t.co/XkY1YQLMm6,0,3,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for iPhone,873679247445045248,http://pbs.twimg.com/media/DB_upYeXsAA0xay.jpg,https://twitter.com/siren8song/status/873679252880838665/photo/1,NA,NA,NA,NA,PrideMonth Pride Pansexual,NA,NA,NA,NA,NA,NA,NA,NA
StephenGlickman,28387848,2017-06-10T23:12:17Z,873679239823765504,#Pride2017 #PrideMonth https://t.co/AJt5ORhAOs,10,84,FALSE,NA,FALSE,NA,NA,NA,und,Twitter for Android,873679228327174144,http://pbs.twimg.com/media/DB_uoRQUIAAXUE_.jpg,https://twitter.com/StephenGlickman/status/873679239823765504/photo/1,NA,NA,NA,NA,Pride2017 PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
Afrofuturism,70871540,2017-06-10T23:12:06Z,873679194793754624,"@DaRealAmberRose @BlackAtheists @LatinoAtheists #Pride2017 #PrideMonth 

1776-1965 Vote 
1620-1865 Emancipation
https://t.co/mlUeutsV37",0,0,FALSE,NA,FALSE,873671813053665280,70871540,Afrofuturism,fr,Twitter for Android,NA,NA,NA,huffingtonpost.com/entry/stop-say…,http://www.huffingtonpost.com/entry/stop-saying-black-people-are-more-homophobic-than-others_us_576ad2f7e4b083e0c0233e7a,DaRealAmberRose BlackAtheists LatinoAtheists,155620016 38106712 221967961,Pride2017 PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
DevezinBeauty,2909137452,2017-06-10T23:11:56Z,873679150942257152,#Pride is the many times we celebrate who WE are #PrideMonth #LoveHeals. Get into it! 🏳️‍🌈🕺👯👯‍♂️💃 https://t.co/aDwv0rAgHK,0,2,FALSE,NA,FALSE,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,instagram.com/devezincosmeti…,https://www.instagram.com/devezincosmetics/?hl=en,NA,NA,Pride PrideMonth LoveHeals,NA,NA,NA,NA,NA,NA,NA,NA
MoniquintaV,108146466,2017-06-10T23:11:32Z,873679048798556166,En mi 🔝 de películas gays favoritas: Te prometo anarquía #Netflix ❤ #Pride2017 #PrideMonth https://t.co/ZesynRmraP,0,0,FALSE,NA,FALSE,NA,NA,NA,es,Twitter for Android,873679041714241536,http://pbs.twimg.com/media/DB_udaEUwAAMICI.jpg,https://twitter.com/MoniquintaV/status/873679048798556166/photo/1,NA,NA,NA,NA,Netflix Pride2017 PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
Wannabegearhead,2796867578,2017-06-10T23:10:57Z,873678903667290113,Happy #PrideMonth everyone.. I'll just... stay at home at my desk on my computer like I always do... heh,0,0,FALSE,NA,FALSE,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,NA,NA,NA,PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
thinklynsen,14061261,2017-06-10T23:10:46Z,873678856967860224,Marching with @BoozAllen at #CapitalPride #PrideMonth #Pride2017 #OutAndProud https://t.co/cadmGilAnm,0,2,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for Android,873678832703873024,http://pbs.twimg.com/media/DB_uRPcXoAAroQ7.jpg,https://twitter.com/thinklynsen/status/873678856967860224/photo/1,NA,NA,BoozAllen,17375116,CapitalPride PrideMonth Pride2017 OutAndProud,NA,NA,NA,NA,NA,NA,NA,NA
RobbieLasky,4577143693,2017-06-10T23:10:42Z,873678839951630336,"To the people who are upset about the new pride 'reaction' you can use on Facebook posts for #PrideMonth , you're m… https://t.co/iDpTVRTukD",1,3,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for Android,NA,NA,NA,twitter.com/i/web/status/8…,https://twitter.com/i/web/status/873678839951630336,NA,NA,PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
YuriSquib,741030327943041028,2017-06-10T23:09:58Z,873678656962539526,no one has this headcanon but me ^tm (c) #Pride2017 #PrideMonth #Splatoon2 https://t.co/AThu0LCt93,0,8,FALSE,NA,FALSE,NA,NA,NA,en,Twitter Web Client,873678291936231424,http://pbs.twimg.com/media/DB_txw7UQAA3fIt.png,https://twitter.com/YuriSquib/status/873678656962539526/photo/1,NA,NA,NA,NA,Pride2017 PrideMonth Splatoon2,NA,NA,NA,NA,NA,NA,NA,NA
hollywoodblvd1,56799190,2017-06-10T23:09:45Z,873678601803112448,@dotmariejones @GMCLA @TransChorusLA singnat.anthem @Dodgers @LAPRIDE #LGBT night @JulianArmaya @BLindseyDeaton… https://t.co/Xl9sdg1fbF,1,2,FALSE,NA,FALSE,NA,79375491,dotmariejones,en,Twitter for Android,NA,NA,NA,twitter.com/i/web/status/8…,https://twitter.com/i/web/status/873678601803112448,dotmariejones GMCLA TransChorusLA Dodgers LAPRIDE JulianArmaya BLindseyDeaton,79375491 207300125 3596838012 23043294 17519527 166746915 2426137758,LGBT,NA,NA,NA,NA,NA,NA,NA,NA
gardengirlpair,2313357123,2017-06-10T23:09:32Z,873678546358730757,#LoveIsLove #PrideMonth #pride https://t.co/5dM3lVAsl1,0,1,FALSE,NA,FALSE,NA,NA,NA,und,Twitter for iPhone,873678541128380417,http://pbs.twimg.com/media/DB_uARPWsAECWhZ.jpg,https://twitter.com/gardengirlpair/status/873678546358730757/photo/1,NA,NA,NA,NA,LoveIsLove PrideMonth pride,dd9c503d6c35364b,admin,Pennsylvania,"Pennsylvania, USA",US,United States,-80.519851 -74.689517 -74.689517 -80.519851 39.719801 39.719801 42.516072 42.516072,Polygon
julesxheart,3063749458,2017-06-10T23:08:25Z,873678267362025473,"Happy asexual pride day 🏳️‍🌈🏳️‍🌈
#PrideMonth 
#PRIDE2017 https://t.co/5ND91re2Qq",0,1,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for iPhone,873678259845812224,http://pbs.twimg.com/media/DB_tv5YXUAALS8W.jpg,https://twitter.com/julesxheart/status/873678267362025473/photo/1,NA,NA,NA,NA,PrideMonth PRIDE2017,NA,NA,NA,NA,NA,NA,NA,NA
AbsolutLIBRA,61699674,2017-06-10T23:07:51Z,873678124776656898,#pridemonth #pride2017 #unapologeticallyproud #shotoniphone… https://t.co/08oaZUNubG,0,0,FALSE,NA,FALSE,NA,NA,NA,und,Instagram,NA,NA,NA,instagram.com/p/BVLUrMTjsVms…,https://www.instagram.com/p/BVLUrMTjsVmsSEdvtH-FZlopyF86gfS4sfjcFs0/,NA,NA,pridemonth pride2017 unapologeticallyproud shotoniphone,01fbe706f872cb32,city,Washington,"Washington, DC",US,United States,-77.119401 -76.909396 -76.909396 -77.119401 38.801826 38.801826 38.9953797 38.9953797,Polygon
EllenD_world,701426576911704064,2017-06-10T23:07:50Z,873678121391849472,"Ellen DeGeneres, Comedian | MAKERS Video 
#LoveIsLove #PrideMonth  https://t.co/0lKzJOxQsh",0,9,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,makers.com/ellen-degenere…,http://www.makers.com/ellen-degeneres-0,NA,NA,LoveIsLove PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
f4ndom_galore,840295235615916037,2017-06-10T23:07:48Z,873678110331482112,Happy #PrideMonth &lt;3,0,3,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for Android,NA,NA,NA,NA,NA,NA,NA,PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
TWDFamily_Mago,3307454768,2017-06-10T23:07:40Z,873678077452328960,Happy #PrideMonth from @tompayne #Gay #TheWalkingDead #TWDSeason8 #Season8 #TWDEUROTOUR #TWD #TWDFamily #TomPayne… https://t.co/RZ04ylvSYn,0,0,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for Android,NA,NA,NA,twitter.com/i/web/status/8…,https://twitter.com/i/web/status/873678077452328960,tompayne,11096192,PrideMonth Gay TheWalkingDead TWDSeason8 Season8 TWDEUROTOUR TWD TWDFamily TomPayne,NA,NA,NA,NA,NA,NA,NA,NA
Iaurinahasfuck,255700515,2017-06-10T23:07:37Z,873678066408595456,"Happy #PrideMonth to all my LGBTQ+ friends and just everyone else. I hope y'all conquer the world, i love you. 🏳️‍🌈🌎",0,2,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
brieIarsonn,3374295041,2017-06-10T23:07:15Z,873677973660073984,To celebrate #PrideMonth I made the LGBT+ flag with some dresses that @brielarson wore because she's an inspiration… https://t.co/kZxKig5v2F,1,3,FALSE,NA,FALSE,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,twitter.com/i/web/status/8…,https://twitter.com/i/web/status/873677973660073984,brielarson,3327720838,PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
Mooley,23429967,2017-06-10T23:06:45Z,873677845146501121,I love how Pride is now celebrated as a month. I do the same shit for my birthday every year now #birthdaymonth #PrideMonth,0,1,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,birthdaymonth PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
gardengirlpair,2313357123,2017-06-10T23:06:32Z,873677793942482944,Love is love. Happy Pride Month!  #loveisloveislove #pridemonth   #pride #Pride2017 https://t.co/Lx2Xvgs9EN,0,0,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for iPhone,873677786963161089,http://pbs.twimg.com/media/DB_tUXwWsAEG0U2.jpg,https://twitter.com/gardengirlpair/status/873677793942482944/photo/1,NA,NA,NA,NA,loveisloveislove pridemonth pride Pride2017,dd9c503d6c35364b,admin,Pennsylvania,"Pennsylvania, USA",US,United States,-80.519851 -74.689517 -74.689517 -80.519851 39.719801 39.719801 42.516072 42.516072,Polygon
HopeDisguised,30513558,2017-06-10T23:06:22Z,873677750430826496,Happy #pride / #pridemonth or wheteva! https://t.co/kf9OCDC0Fa,0,0,FALSE,NA,FALSE,NA,NA,NA,en,Facebook,NA,NA,NA,fb.me/14nbWFoFe,http://fb.me/14nbWFoFe,NA,NA,pride pridemonth,NA,NA,NA,NA,NA,NA,NA,NA
paigeegraay,2349321645,2017-06-10T23:06:16Z,873677725025939459,Happy #PrideMonth  🌈 Love yourselves for who you are because you are beautiful no matter your sexuality. Be proud o… https://t.co/W1Eto1AGo7,0,0,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,twitter.com/i/web/status/8…,https://twitter.com/i/web/status/873677725025939459,NA,NA,PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
eventidedreamer,99144305,2017-06-10T23:05:47Z,873677603831517184,I have the Pride button on FB but haven't liked the LGBTQ@Facebook page? 🤔 Maybe it's all that Pan power! 🏳️‍🌈#pansexual #PrideMonth,0,0,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,pansexual PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
sweethearts_lv,92857536,2017-06-10T23:04:42Z,873677332510236673,Through the month of June all same-sex couples will receive ALL ceremony photos with any wedding package… https://t.co/1iRbyJduKT,0,0,FALSE,NA,FALSE,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,twitter.com/i/web/status/8…,https://twitter.com/i/web/status/873677332510236673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chapien,202488410,2017-06-10T23:04:24Z,873677257390178304,"To all my asexual friends: Solidarity. You're here. You're queer. I care about you.
#Pride2017 #PrideMonth",6,19,FALSE,NA,FALSE,NA,NA,NA,en,TweetDeck,NA,NA,NA,NA,NA,NA,NA,Pride2017 PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
RallyRPersist,840804943405568000,2017-06-10T23:04:14Z,873677214864162816,#NewProfilePic #LoveWins #PrideMonth #ProudToBeWhoWeAre https://t.co/q0SRc8XEpC,0,1,FALSE,NA,FALSE,NA,NA,NA,und,Twitter for iPhone,873677209096962048,http://pbs.twimg.com/media/DB_syvCUQAAZZA8.jpg,https://twitter.com/RallyRPersist/status/873677214864162816/photo/1,NA,NA,NA,NA,NewProfilePic LoveWins PrideMonth ProudToBeWhoWeAre,NA,NA,NA,NA,NA,NA,NA,NA
guadalapride,4616542873,2017-06-10T23:04:13Z,873677208379838464,"El #GuadalajaraPride2017 🏳️‍🌈 es una fiesta hecha por y para ti.

#PrideMonth  #Pride2017 https://t.co/bW5IDeZUvu",72,52,FALSE,NA,FALSE,NA,NA,NA,es,Twitter Web Client,873676470287073281,http://pbs.twimg.com/ext_tw_video_thumb/873676470287073281/pu/img/Q_vg5txstLPGs9tJ.jpg,https://twitter.com/guadalapride/status/873677208379838464/video/1,NA,NA,NA,NA,GuadalajaraPride2017 PrideMonth Pride2017,NA,NA,NA,NA,NA,NA,NA,NA
jasmineennguyen,1570856274,2017-06-10T23:03:59Z,873677152000106496,"hey guys just in case y'all didn't know, i'm gay!!!! #pridemonth #pride2017 🏳️‍🌈🌈 https://t.co/jmBUEXZ6Y3",37,110,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for iPhone,873677144781725696,http://pbs.twimg.com/media/DB_su_cXoAAdcdr.jpg,https://twitter.com/jasmineennguyen/status/873677152000106496/photo/1,NA,NA,NA,NA,pridemonth pride2017,NA,NA,NA,NA,NA,NA,NA,NA
RepJoeCourtney,85396297,2017-06-10T23:03:00Z,873676903810576384,Happy #PrideMonth. I stand with my #LGBTQ constituents as we keep fighting for #equality!,3,18,FALSE,NA,FALSE,NA,NA,NA,en,TweetDeck,NA,NA,NA,NA,NA,NA,NA,PrideMonth LGBTQ equality,NA,NA,NA,NA,NA,NA,NA,NA
ConcrndFthrPrep,2516247246,2017-06-10T23:02:53Z,873676873812856832,"@MotherJones #ObamaLegacy::

#Perversion &amp;
Division

#LgbtqPerversion
NO #PrideMonth https://t.co/m1Yo1IEfAI",0,0,FALSE,NA,FALSE,873676266620280832,18510860,MotherJones,es,Twitter for Android,873676852082167808,http://pbs.twimg.com/media/DB_sd9DW0AArAQE.jpg,https://twitter.com/ConcrndFthrPrep/status/873676873812856832/photo/1,NA,NA,MotherJones,18510860,ObamaLegacy Perversion LgbtqPerversion PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
jordan_bakare,2319372261,2017-06-10T23:02:33Z,873676790312706048,"""Pride""-MFNT
#blackart #queerart #art #digital #PrideMonth #abstract 
Happy Pride 🌈 https://t.co/d2M9aK2k0H",0,2,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for Android,873676741855793152,http://pbs.twimg.com/media/DB_sXibV0AAeazf.jpg,https://twitter.com/jordan_bakare/status/873676790312706048/photo/1,NA,NA,NA,NA,blackart queerart art digital PrideMonth abstract,NA,NA,NA,NA,NA,NA,NA,NA
